DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,DESCRIPCION CONDUCTA,CANTIDAD
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,25/12/2016,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,25/12/2016,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,LEIVA,52405000,ARMA DE FUEGO,29/12/2016,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,TRUJILLO,76828000,ARMA BLANCA / CORTOPUNZANTE,29/12/2016,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,30/12/2016,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,30/12/2016,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,MAICAO,44430000,ARMA DE FUEGO,06/01/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
HUILA,PAICOL,41518000,ARMA DE FUEGO,07/01/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,10/01/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,ALBANIA,18029000,ARMA DE FUEGO,17/01/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,17/01/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,20/01/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,20/01/2017,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,20/01/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,ARAUQUITA,81065000,ARMA DE FUEGO,23/01/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,FORTUL,81300000,ARMA DE FUEGO,26/01/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,27/01/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,MOCOA (CT),86001000,ARMA BLANCA / CORTOPUNZANTE,30/01/2017,FEMENINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUQUITA,81065000,ARMA DE FUEGO,31/01/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,01/02/2017,FEMENINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,BELLO,5088000,ARMA BLANCA / CORTOPUNZANTE,02/02/2017,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAQUETÁ,LA MONTAÑITA,18410000,ARMA BLANCA / CORTOPUNZANTE,02/02/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,VILLAGARZÓN,86885000,ARMA DE FUEGO,02/02/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARMA DE FUEGO,04/02/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,13/02/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,14/02/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,15/02/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,EL CARMEN,54245000,ARMA DE FUEGO,16/02/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
RISARALDA,DOSQUEBRADAS,66170000,ARMA BLANCA / CORTOPUNZANTE,16/02/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,18/02/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,SOLANO,18756000,ARMA BLANCA / CORTOPUNZANTE,19/02/2017,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,26/02/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,01/03/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VAUPÉS,MITÚ (CT),97001000,ARMA DE FUEGO,08/03/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ESPOSAS,09/03/2017,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
HUILA,PITAL,41548000,ARMA BLANCA / CORTOPUNZANTE,11/03/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,SAN JOSÉ DEL PALMAR,27660000,ARMA DE FUEGO,12/03/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,SAN JOSÉ DEL PALMAR,27660000,ARMA DE FUEGO,12/03/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,SALAZAR,54660000,ARMA DE FUEGO,12/03/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,SALAZAR,54660000,ARMA DE FUEGO,12/03/2017,FEMENINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA BLANCA / CORTOPUNZANTE,13/03/2017,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,13/03/2017,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUCA (CT),81001000,ARMA BLANCA / CORTOPUNZANTE,15/03/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CALDAS,LA DORADA,17380000,ARMA DE FUEGO,16/03/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,17/03/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,19/03/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ATLÁNTICO,SOLEDAD,8758000,ARMA DE FUEGO,22/03/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,CORINTO,19212000,ARMA BLANCA / CORTOPUNZANTE,22/03/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARMA BLANCA / CORTOPUNZANTE,24/03/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,24/03/2017,FEMENINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,MEDINA,25438000,ARMA DE FUEGO,26/03/2017,FEMENINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,27/03/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAQUETÁ,MILÁN,18460000,ARMA DE FUEGO,28/03/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,2
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,29/03/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,FLORENCIA (CT),18001000,ARMA DE FUEGO,30/03/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,30/03/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,30/03/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,31/03/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,MAICAO,44430000,ARMA DE FUEGO,31/03/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,03/04/2017,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,PUERTO ASÍS,86568000,ARMA DE FUEGO,04/04/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,EL CAIRO,76246000,ARMA DE FUEGO,04/04/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,BARBACOAS,52079000,ARMA DE FUEGO,05/04/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,ALBANIA,44035000,ARMA DE FUEGO,06/04/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,PUERTO LÓPEZ,50573000,ARMA BLANCA / CORTOPUNZANTE,06/04/2017,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,ACACÍAS,50006000,ARMA DE FUEGO,07/04/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,07/04/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,12/04/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,CALDONO,19137000,ARMA DE FUEGO,13/04/2017,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,19/04/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA DE FUEGO,22/04/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,22/04/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,25/04/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,MAGÜI,52427000,ARMA BLANCA / CORTOPUNZANTE,26/04/2017,FEMENINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,PUERTO CONCORDIA,50450000,ARMA DE FUEGO,27/04/2017,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAVIARE,MIRAFLORES,95200000,ARMA DE FUEGO,03/05/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,ABREGO,54003000,ARMA BLANCA / CORTOPUNZANTE,05/05/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,CHIMICHAGUA,20175000,ARMA BLANCA / CORTOPUNZANTE,06/05/2017,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,BELLO,5088000,ARMA BLANCA / CORTOPUNZANTE,07/05/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,BUENAVENTURA,76109000,ESPOSAS,09/05/2017,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,12/05/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,IPIALES,52356000,ARMA DE FUEGO,15/05/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,17/05/2017,MASCULINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA DE FUEGO,18/05/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,ENVIGADO,5266000,ARMA DE FUEGO,19/05/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,DIBULLA,44090000,ARMA DE FUEGO,19/05/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,23/05/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,23/05/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
RISARALDA,PEREIRA (CT),66001000,ARMA BLANCA / CORTOPUNZANTE,23/05/2017,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CESAR,AGUACHICA,20011000,ARMA DE FUEGO,24/05/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,DURANIA,54239000,ARMA DE FUEGO,26/05/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,27/05/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,28/05/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CÓRDOBA,MONTERÍA (CT),23001000,ARMA BLANCA / CORTOPUNZANTE,28/05/2017,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,DAGUA,76233000,ARMA DE FUEGO,28/05/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,YUMBO,76892000,ARMA BLANCA / CORTOPUNZANTE,28/05/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,ORITO,86320000,ARMA DE FUEGO,29/05/2017,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,ORITO,86320000,ARMA DE FUEGO,29/05/2017,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,GRANADA,50313000,ARMA BLANCA / CORTOPUNZANTE,30/05/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,31/05/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,PUERTO GUZMÁN,86571000,ARMA DE FUEGO,01/06/2017,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,05/06/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,07/06/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CÓRDOBA,SAN CARLOS,23678000,ARMA DE FUEGO,12/06/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CHITAGÁ,54174000,ARMA DE FUEGO,12/06/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,15/06/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,EL TARRA,54250000,ARMA DE FUEGO,17/06/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,EL TARRA,54250000,ARMA DE FUEGO,17/06/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,18/06/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,ENVIGADO,5266000,ARMA BLANCA / CORTOPUNZANTE,23/06/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,27/06/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,EL ÁGUILA,76243000,ARMA DE FUEGO,06/07/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,ROBERTO PAYÁN,52621000,ARMA DE FUEGO,07/07/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,08/07/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,DIBULLA,44090000,ARMA BLANCA / CORTOPUNZANTE,09/07/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,DIBULLA,44090000,ARMA BLANCA / CORTOPUNZANTE,09/07/2017,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,RÍO QUITO,27600000,ARMA DE FUEGO,11/07/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,12/07/2017,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,12/07/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,PORE,85263000,ARMA DE FUEGO,13/07/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
SUCRE,SINCELEJO (CT),70001000,ARMA BLANCA / CORTOPUNZANTE,20/07/2017,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,TOLEDO,54820000,ARMA DE FUEGO,22/07/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,CALDONO,19137000,ARMA DE FUEGO,23/07/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,VERSALLES,76863000,ARMA DE FUEGO,23/07/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,VERSALLES,76863000,ARMA DE FUEGO,23/07/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,24/07/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
RISARALDA,PEREIRA (CT),66001000,ARMA BLANCA / CORTOPUNZANTE,25/07/2017,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,CASTILLA LA NUEVA,50150000,ARMA DE FUEGO,27/07/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VICHADA,PUERTO CARREÑO (CT),99001000,ARMA BLANCA / CORTOPUNZANTE,27/07/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,28/07/2017,MASCULINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,CUASPUD,52224000,ARMA DE FUEGO,28/07/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,SAN JUAN DE ARAMA,50683000,ARMA BLANCA / CORTOPUNZANTE,29/07/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA DE FUEGO,02/08/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,03/08/2017,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,EL ZULIA,54261000,ARMA DE FUEGO,03/08/2017,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARMA DE FUEGO,09/08/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
BOYACÁ,DUITAMA,15238000,ARMA DE FUEGO,18/08/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,TADÓ,27787000,ARMA DE FUEGO,19/08/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,CAÑASGORDAS,5138000,ARMA DE FUEGO,20/08/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
RISARALDA,PUEBLO RICO,66572000,ARMA DE FUEGO,20/08/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,23/08/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA DE FUEGO,24/08/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,BARRANCAS,44078000,ARMA DE FUEGO,29/08/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,30/08/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,30/08/2017,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,30/08/2017,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,PUERTO BERRÍO,5579000,ARMA DE FUEGO,06/09/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,ARMA DE FUEGO,13/09/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,SARDINATA,54720000,ARMA BLANCA / CORTOPUNZANTE,16/09/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
QUINDÍO,QUIMBAYA,63594000,ARMA BLANCA / CORTOPUNZANTE,16/09/2017,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,17/09/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,20/09/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,21/09/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,ALMAGUER,19022000,ARMA DE FUEGO,24/09/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,ORITO,86320000,ARMA DE FUEGO,25/09/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,26/09/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,28/09/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,ALMAGUER,19022000,ARMA DE FUEGO,30/09/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,QUIBDÓ (CT),27001000,ARMA BLANCA / CORTOPUNZANTE,30/09/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,02/10/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,ACACÍAS,50006000,ARMA DE FUEGO,02/10/2017,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
TOLIMA,MELGAR,73449000,ARMA DE FUEGO,02/10/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,03/10/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
