DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,DESCRIPCION CONDUCTA,CANTIDAD
CHOCÓ,CONDOTO,27205000,ARMA DE FUEGO,08/05/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARMA DE FUEGO,11/05/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,-,12/05/2015,FEMENINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,URIBIA,44847000,ARMA DE FUEGO,12/05/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,LA ESPERANZA,54385000,ARMA DE FUEGO,12/05/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,PUERTO CAICEDO,86569000,ARMA DE FUEGO,20/05/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
SANTANDER,SABANA DE TORRES,68655000,ARMA DE FUEGO,22/05/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MARINILLA,5440000,ARMA DE FUEGO,29/05/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,29/05/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,29/05/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,29/05/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,29/05/2015,FEMENINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,29/05/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,FLORENCIA (CT),18001000,ARMA DE FUEGO,01/06/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,LA UNIÓN,52399000,ARMA DE FUEGO,01/06/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,-,03/06/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,ABREGO,54003000,ARMA DE FUEGO,04/06/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,04/06/2015,FEMENINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,HATO COROZAL,85125000,ARMA DE FUEGO,08/06/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,HATO COROZAL,85125000,ARMA DE FUEGO,08/06/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,08/06/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,CONDOTO,27205000,ARMA DE FUEGO,11/06/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,CONDOTO,27205000,ARMA DE FUEGO,11/06/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,12/06/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,13/06/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150000,ARMA DE FUEGO,22/06/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,LEJANÍAS,50400000,ARMA DE FUEGO,23/06/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,26/06/2015,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA BLANCA / CORTOPUNZANTE,26/06/2015,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,27/06/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,29/06/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,EL CAIRO,76246000,ARMA BLANCA / CORTOPUNZANTE,29/06/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,EL CAIRO,76246000,ARMA BLANCA / CORTOPUNZANTE,29/06/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA DE FUEGO,01/07/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,VILLAGARZÓN,86885000,ARMA DE FUEGO,03/07/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,PUERTO CAICEDO,86569000,ARMA DE FUEGO,07/07/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,TIMANÁ,41807000,ARMA DE FUEGO,09/07/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,EL TARRA,54250000,ARMA DE FUEGO,13/07/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CASANARE,YOPAL (CT),85001000,ARMA DE FUEGO,14/07/2015,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,14/07/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,17/07/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,18/07/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,21/07/2015,MASCULINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,RIOHACHA (CT),44001000,-,21/07/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,LEIVA,52405000,ARMA DE FUEGO,21/07/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,23/07/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,23/07/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CASANARE,YOPAL (CT),85001000,ARMA DE FUEGO,26/07/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,29/07/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,ENVIGADO,5266000,ARMA DE FUEGO,29/07/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,30/07/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,FLORENCIA (CT),18001000,ARMA DE FUEGO,30/07/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,01/08/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,FUSAGASUGÁ,25290000,ARMA DE FUEGO,03/08/2015,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,FUSAGASUGÁ,25290000,ARMA DE FUEGO,03/08/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,FUSAGASUGÁ,25290000,ARMA DE FUEGO,03/08/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,FUSAGASUGÁ,25290000,ARMA DE FUEGO,03/08/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,FUSAGASUGÁ,25290000,ARMA DE FUEGO,03/08/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,04/08/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,PLANADAS,73555000,ARMA DE FUEGO,04/08/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,MERCADERES,19450000,ARMA DE FUEGO,05/08/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,08/08/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,SARDINATA,54720000,ARMA DE FUEGO,12/08/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,PUERTO RICO,18592000,ARMA DE FUEGO,15/08/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,16/08/2015,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
TOLIMA,IBAGUÉ (CT),73001000,-,16/08/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,BARBACOAS,52079000,ARMA DE FUEGO,20/08/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,21/08/2015,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAQUETÁ,FLORENCIA (CT),18001000,ARMA DE FUEGO,27/08/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,27/08/2015,FEMENINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,PUERTO LÓPEZ,50573000,ARMA DE FUEGO,28/08/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,EL PAUJIL,18256000,ARMA DE FUEGO,31/08/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAQUETÁ,EL PAUJIL,18256000,ARMA DE FUEGO,31/08/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,01/09/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,PITALITO,41551000,-,01/09/2015,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,02/09/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,02/09/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,02/09/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,02/09/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,02/09/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,03/09/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,-,03/09/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA DE FUEGO,03/09/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,NECOCLÍ,5490000,ARMA DE FUEGO,07/09/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,TRINIDAD,85430000,ARMA DE FUEGO,07/09/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,08/09/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,EL ZULIA,54261000,-,08/09/2015,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,-,09/09/2015,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,09/09/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,10/09/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,13/09/2015,FEMENINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,15/09/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,15/09/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,15/09/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,15/09/2015,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,15/09/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,15/09/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,EL CARMEN,54245000,ARMA DE FUEGO,16/09/2015,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,-,22/09/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,25/09/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,DAGUA,76233000,ARMA DE FUEGO,29/09/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,VENADILLO,73861000,ARMA DE FUEGO,30/09/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,CALOTO,19142000,ARMA DE FUEGO,03/10/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,06/10/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,POLICARPA,52540000,ARMA DE FUEGO,20/10/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
SANTANDER,LEBRIJA,68406000,ARMA DE FUEGO,20/10/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
BOYACÁ,DUITAMA,15238000,ARMA DE FUEGO,22/10/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,NECOCLÍ,5490000,ARMA DE FUEGO,28/10/2015,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,NECOCLÍ,5490000,ARMA DE FUEGO,28/10/2015,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,NECOCLÍ,5490000,ARMA DE FUEGO,28/10/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,ASTREA,20032000,ARMA DE FUEGO,28/10/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,IPIALES,52356000,ARMA DE FUEGO,29/10/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,29/10/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,02/11/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,03/11/2015,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,04/11/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
BOLÍVAR,SIMITÍ,13744000,ARMA DE FUEGO,06/11/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,SARDINATA,54720000,ARMA DE FUEGO,11/11/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,ABREGO,54003000,ARMA DE FUEGO,12/11/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,18/11/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,22/11/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,23/11/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,ARBELÁEZ,25053000,ARMA DE FUEGO,27/11/2015,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,BUENOS AIRES,19110000,ARMA DE FUEGO,04/12/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,GUACARÍ,76318000,ARMA DE FUEGO,06/12/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,19/12/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,23/12/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,RICAURTE,52612000,ARMA DE FUEGO,24/12/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,PUPIALES,52585000,ARMA DE FUEGO,31/12/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,03/01/2016,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
QUINDÍO,ARMENIA (CT),63001000,ARMA DE FUEGO,12/01/2016,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,CALDONO,19137000,ARMA DE FUEGO,13/01/2016,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,GARZÓN,41298000,ARMA DE FUEGO,13/01/2016,FEMENINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,16/01/2016,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CASANARE,TAURAMENA,85410000,ARMA DE FUEGO,16/01/2016,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,23/01/2016,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,23/01/2016,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CÓRDOBA,BUENAVISTA,23079000,ARMA DE FUEGO,25/01/2016,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,26/01/2016,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,TAME,81794000,ARMA BLANCA / CORTOPUNZANTE,26/01/2016,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,29/01/2016,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,29/01/2016,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,ANZOÁTEGUI,73043000,ARMA DE FUEGO,30/01/2016,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,31/01/2016,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,31/01/2016,FEMENINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,31/01/2016,FEMENINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,31/01/2016,FEMENINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,01/02/2016,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,SEGOVIA,5736000,ARMA DE FUEGO,03/02/2016,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,03/02/2016,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,05/02/2016,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,07/02/2016,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,08/02/2016,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,ORITO,86320000,ARMA DE FUEGO,08/02/2016,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,ZIPAQUIRÁ,25899000,ARMA BLANCA / CORTOPUNZANTE,09/02/2016,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,10/02/2016,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
SANTANDER,PUERTO WILCHES,68575000,ARMA DE FUEGO,11/02/2016,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,11/02/2016,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,PUERTO SALGAR,25572000,ARMA DE FUEGO,12/02/2016,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
SANTANDER,CONCEPCIÓN,68207000,ARMA DE FUEGO,15/02/2016,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUQUITA,81065000,ARMA DE FUEGO,21/02/2016,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
RISARALDA,DOSQUEBRADAS,66170000,ARMA BLANCA / CORTOPUNZANTE,21/02/2016,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CESAR,AGUSTÍN CODAZZI,20013000,ARMA BLANCA / CORTOPUNZANTE,25/02/2016,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,SOTARA,19760000,ARMA DE FUEGO,26/02/2016,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,SOTARA,19760000,ARMA DE FUEGO,26/02/2016,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
